flavors,parents_link,recommendations_notes,grow_info,parents_link/_source,strain_highlights,parents/_source,number_reviews,review,most_popular_in,name,parents/_alt,parents,pageUrl
1. Sweet 2. Pungent 3. Lavender,https://www.leafly.com/hybrid/sunset-sherbert,,,/hybrid/sunset-sherbert,"Gelato (also referred to as ""Larry Bird"") is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.; Most Helpful BaronOfBud 8/7/2015 2:26 AM 8/7/2015 2:26 AM “Gelato #33 aka ""Larry Bird"" phenotype from Cookie Fam Genetics. My personal fav of the Gelato Phenotypes. Hard to find in Southern Cali, know a place in the valley that gets bud from the bay. Incredibly dense and super frosty, with lots of dark purple. Smells and tastes like the sweet dessert it's named from. This cross is a great heady cerebral and euphoric high with some body for relaxing. Amazing unique strain fro...” Read Full Review Report Abuse Most Recent boogie1017 3/3/2016 3:57 AM 3/3/2016 3:57 AM “Very tasty and smooth! I think this is now one of my Favorite” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/sunset-sherbert/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/thin-mint/badge?width=340&padding=false,4.8| 63 Reviews,4.8,"Detroit, MI Richland, WA San Diego, CA Carlsbad,CA Detroit,MI; Escondido,CA Fair Oaks,CA Lansing,MI Los Angeles,CA Oakland, CA",Gelato,Sunset Sherbet; Thin Mint Girl Scout Cookies,https://d3h17ltqi8v019.cloudfront.net/hybrid/sunset-sherbert/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/thin-mint/badge?width=340&padding=false,https://www.leafly.com/hybrid/gelato
1. Tea 2. Citrus 3. Grapefruit,https://www.leafly.com/indica/northern-lights,,,/indica/northern-lights,"Gemstone is a coveted hybrid strain with a complex genetic background that combines Skunk #1, Northern Lights, Lavender, and Sour Diesel. Emerald green hues intermix with amethyst purples underneath a shimmering coat of crystal trichomes. As enticing as its exterior is Gemstone's aroma: a fragrant blend of flowery sweetness. With relaxing effects that begin in the body, Gemstone works its way up over time to a euphoric, energetic peak. Patients treating anxiety and pain often choose this hybrid as their go-to daytime medication, as it allows a good degree of functionality alongside potent relief.; Most Helpful spacejunkOG 6/26/2015 9:31 PM 6/26/2015 9:31 PM “Amazing strain in smell and appearance, actually had to save a nug for a display case it was so pretty. I was told it was bred in the Northern California area. The strain however was overwhelmingly sedative for me and my girlfriend, we found it more effective than most pure indicas for insomnia relief. Haven't seen it down here in LA much, but when I did it was my go-to sleeping strain. Gotta rate it highly for t...” Read Full Review Report Abuse Most Recent amberkelly 3/2/2016 7:53 PM 3/2/2016 7:53 PM “Very good and relaxing.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/indica/northern-lights/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/lavender/badge?width=340&padding=false,4.9| 8 Reviews,4.9,"San Diego, CA; San Francisco, CA",Gemstone,Northern Lights; Sour Diesel; Skunk #1; Lavender,https://d3h17ltqi8v019.cloudfront.net/indica/northern-lights/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/sour-diesel/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/skunk-1/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/lavender/badge?width=340&padding=false,https://www.leafly.com/hybrid/gemstone
1. Earthy 2. Tea 3. Pungent,,,,,"Most Helpful noisyturtle 2/5/2015 5:25 AM 2/5/2015 5:25 AM “The best strain I have ever smoked. It gets you absolutely wrecked without feeling sleepy and still being able to think relatively straight. Do not pass this strain up if you have the chance. 11/10” Read Full Review Report Abuse Most Recent DwM 2/12/2016 10:12 AM 2/12/2016 10:12 AM “I agree with other users mention of tea aromas. Very nice citrus/tea smell. My flowers were beautifuly coated in trichomes and quite dense. Taste: Black Pepper,Earth,Jasmine Tea. The high was is a fast to say hi and had me feeling happy, creative, relaxed. Very potent. Truly a quick acting heavy indica thats a pleasee to smoke.” Read Full Review Report Abuse",,4.4| 15 Reviews,4.4,"Los Angeles,CA Seattle, WA Toronto, ON; Torrance, CA Vancouver,BC",Ghost Bubba,,,https://www.leafly.com/hybrid/ghost-bubba
1. Citrus 2. Pine 3. Earthy,https://www.leafly.com/hybrid/og-kush,,,/hybrid/og-kush,"Ghost OG, a phenotype of OG Kush, is loved for its balanced cerebral and body effects. Often described as simultaneously potent and non-intrusive, Ghost OG has won itself Cup awards and renown among consumers. Its strong citrus smell and crystal-covered buds hint at this strain’s strong genetics and its ability to annihilate pain, insomnia, depression, and anxiety. Though originating in the Afghanistan-Pakistan mountains, it is rumored that Ghost OG comes from the Florida mother plant Triangle Kush.; Most Helpful SonTarble 12/3/2015 6:52 AM 12/3/2015 6:52 AM “The Ghost OG Marijuana strain is an Afghani hybrid strain. It has good balance between the traits of Indica and Sativa. The Ghost OG strain has won many awards and is know for being potent, but not so much that it will wreck your day. Also known for its solid body high and good euphoric effects. The Ghost OG strain smells fruity, and is great for treating pain, helping people sleep, and anxiety.” Read Full Review Report Abuse Most Recent Ashblaster 3/1/2016 5:57 PM 3/1/2016 5:57 PM “Wonderful earthy citrus taste, perfect balance on the mental and body high, and worked great for pain. Able to hit a few times and still function throughout the day and relieved A LOT of built up anxiety driven stress. Right up there with God's Gift and Moby Dick” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.5| 169 Reviews,4.5,"Detroit, MI Los Angeles, CA Denver,CO Colorado Springs, CO Eugene, OR; Everett, WA Los Angeles,CA Shoreline, WA Ashland, OR Bainbridge Island, WA",Ghost OG,OG Kush,https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/hybrid/ghost-og
1. Sweet 2. Earthy 3. Pungent,https://www.leafly.com/sativa/durban-poison,Moderate; 60; Low; Short,Moderate; 60; Low; Short,/sativa/durban-poison,"Girl Scout Cookies, or GSC, is an OG Kush and Durban Poison hybrid cross whose reputation grew too large to stay within the borders of its California homeland. With a sweet and earthy aroma, Girl Scout Cookies launches you to euphoria’s top floor where full-body relaxation meets a time-bending cerebral space. A little goes a long way with this hybrid, whose THC heights have won Girl Scout Cookies numerous Cannabis Cup awards. Patients needing a strong dose of relief, however, may look to GSC for severe pain, nausea, and appetite loss. There are several different phenotypes of the Girl Scout Cookies strain including Thin Mint and Platinum Cookies, which exhibit some variation in appearance and effect. Typically, however, Girl Scout Cookies expresses its beauty in twisting green calyxes wrapped in purple leaves and fiery orange hairs. Patients and consumers looking to cultivate this cannabis staple themselves should wait 9 to 10 weeks for their indoor plants to finish flowering.; Most Helpful kimdavis3 12/25/2012 5:48 PM 12/25/2012 5:48 PM “This is one of my favorite strains!!! I am a daily user and the effects for me are very strong and intense and, very enjoyable. For me, mostly a head high. It makes me talkative, happy, goofy and generally in good spirits. I could still focus on tasks, as long as they weren't too complicated. For me this is definitely a strain where you want to be in an unstructured or party environment. I would suggest using t...” Read Full Review Report Abuse Most Recent Jonpowley 3/5/2016 12:32 AM 3/5/2016 12:32 AM “one of my favorite” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/durban-poison/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.5| 2705 Reviews,4.5,"Portland, OR Seattle, WA Los Angeles,CA Toronto, ON Eugene, OR; Los Angeles, CA Detroit, MI San Diego, CA Vancouver, BC Everett, WA",Girl Scout Cookies,Durban Poison; OG Kush,https://d3h17ltqi8v019.cloudfront.net/sativa/durban-poison/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/hybrid/girl-scout-cookie
1. Earthy 2. Sweet 3. Flowery,https://www.leafly.com/hybrid/caramelicious,,,/hybrid/caramelicious,"Glad Max, cultivated by Monarch Wellness in Arizona, is a spin on the classic sativa-dominant Caramelicious. This high-THC hybrid strain is known to have long-lasting euphoria that lifts the mood while relaxing the body. Consumers have compared this strain to Mother’s Helper in its aroma and effects, but Glad Max is said to carry even happier, more lighthearted qualities. Its buds have a sweet, earthy aroma and tend to take on a slight caramel hue with maturation.; Most Helpful budsimple 4/29/2015 3:09 AM 4/29/2015 3:09 AM “I am a super fan of Mother's Helper. I kinda went long on the strain and switched to Moby Dick which is good but it's not Mother's Helper. Anyway, I didn't think there could be another strain that could trump Mother's helper. Glad Max is that strain. Glad Max is almost a back-cross since Chocolope is crossed with Northern Light's #5 to make MH and Glad Max is Mother's Helper crossed with Chocolope again! I am ...” Read Full Review Report Abuse Most Recent uniqueid 1/20/2016 4:42 PM 1/20/2016 4:42 PM “The best hybrid I have tried so far. Very indica-like in effect with just the right touch of sativa. If you like Purple Berry, you will probably like this strain.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/caramelicious/badge?width=340&padding=false,4.3| 28 Reviews,4.3,"Paso Robles,CA Pismo Beach,CA; Visalia, CA",Glad Max,Caramelicious,https://d3h17ltqi8v019.cloudfront.net/hybrid/caramelicious/badge?width=340&padding=false,https://www.leafly.com/hybrid/glad-max
1. Earthy 2. Sweet 3. Pine,https://www.leafly.com/hybrid/cinderella-99,,,/hybrid/cinderella-99,"A cross between Cinderella 99 and Pineapple 99, Glass Slipper is a sativa-dominant hybrid described to have a nice cerebral effect with a sweet, somewhat fruity flavor profile.; Most Helpful orgncwhtmlk 12/5/2015 9:04 PM 12/5/2015 9:04 PM “Baked. haha I was baked off a personal bowl. Smoked out of a straight tube bong. Took 3 hits to clear the bowl, and all I have to say is Glass Slipper got me baked. Very clean hitting all the way through to the end. The medicine was felt with in a minute of my first hit. Very much like how fast it set in. Very good full body stoney sensation. Very alert feeling. Happy and content feeling. Excellent FIVE STAR str...” Read Full Review Report Abuse Most Recent JJWDub90 2/22/2016 7:18 PM 2/22/2016 7:18 PM “got a up lifting high with a cerebral high with a fruity taste.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/cinderella-99/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/pineapple/badge?width=340&padding=false,4.4| 99 Reviews,4.4,"Denver, CO Anacortes, WA Arnold,CA Aspen, CO Boulder, CO; Boulder,CO Bullhead City,AZ Colorado Springs, CO De Beque,CO Deerfield, IL",Glass Slipper,Cinderella 99; Pineapple,https://d3h17ltqi8v019.cloudfront.net/hybrid/cinderella-99/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/pineapple/badge?width=340&padding=false,https://www.leafly.com/hybrid/glass-slipper
,,Easy; 60; High; Medium,Easy; 60; High; Medium,,"Go Time is a sativa-dominant hybrid strain bred by JinxProof Genetics. A cross between Norton and JOG Kush, this uplifting strain is perfect for perking up moods, stimulating focus, and coercing arousal. Zesty lemon aromas combine with sour, skunky diesel notes with an earthy, hashy finish. As pretty as it is potent, Go Time flowers erupt with bulging calyxes of pastel purples, pinks, and greens underneath a snow-white coat of crystal resin.",,,,"Riverside, CA",Go Time,,,https://www.leafly.com/hybrid/go-time
1. Earthy 2. Sweet 3. Lime,https://www.leafly.com/sativa/green-crack,,,/sativa/green-crack,"God’s Green Crack is a balanced hybrid strain bred by Jordan of the Islands, who wanted to lighten up the heavy effects of God’s Gift with a high-flying Green Crack sativa. The indica and sativa parents work together to deliver a duality of head and body effects that lift the mood while relaxing muscles. Its buds take on a deep purple coloration toward the end of its maturation, especially when raised in lower temperatures.; Most Helpful lyt3w8 10/30/2015 2:44 AM 10/30/2015 2:44 AM “this strain is very potent. and is good for stress, anxiety, depression, relaxation, pain and sleep. NOT FOR THE FAINT OF HEART! but it is amazing. whole body feels relaxed when laying or sitting down on your own, very giggly and trippy when with friends. it even had me hallucinating! was walking home, couldn't figure out why it seemed like I wasn't getting any closer to the top of the hill, then found out I was ...” Read Full Review Report Abuse Most Recent dystopic 2/26/2016 1:51 PM 2/26/2016 1:51 PM “A good body high with a definitely increase in mood and decrease in stress.” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/sativa/green-crack/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/indica/gods-gift/badge?width=340&padding=false,4.3| 35 Reviews,4.3,"Toronto, ON Vancouver,BC Vancouver, BC Vernon, BC; Seattle, WA Stoughton,MA Victoria, BC West Kelowna, BC",God's Green Crack,Green Crack; God's Gift,https://d3h17ltqi8v019.cloudfront.net/sativa/green-crack/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/indica/gods-gift/badge?width=340&padding=false,https://www.leafly.com/hybrid/gods-green-crack
1. Sweet 2. Berry 3. Earthy,https://www.leafly.com/hybrid/snow-lotus,63; High; Tall; October,63; High; Tall; October,/hybrid/snow-lotus,"Goji OG is a sativa-dominant hybrid bred by Bodhi Seeds crossed between Nepali OG and Snow Lotus. The flavor is as unique as the berry it's named after, offering a dynamic aroma including red berry, black cherry, strawberry, hawaiian punch, and licorice. Indoor or outdoor grows offer high yields with a flowering time of around 9 weeks.; Most Helpful NiceKing 12/6/2015 5:27 AM 12/6/2015 5:27 AM “Oh man, what a fantastic strain. I just recently got into paying attention to what strains I was smoking and this is the first one I've come across to start my list of my favorites. The berry flavor is definitely there, like a sweet blueberry/cranberry. Very nice surprise every hit. I had some Dragon's Blood incense on and it complimented it very well, highly recommend!” Read Full Review Report Abuse Most Recent dieseldawg 2/29/2016 11:01 PM 2/29/2016 11:01 PM “Got 2 grams of this strain in very high quality concentrate form, and it was budder nonetheless (arguably the best smelling/tasting consistency of extract). I am absolutely BLOWN AWAY by the smell and flavor of this Goji OG. It smells and tastes like a very sweet, almost perfumey berry smell. It is an amazing flavor and I am very fortunate to have it in concentrate form! The high is pretty incredible as well. Very...” Read Full Review Report Abuse",//d3h17ltqi8v019.cloudfront.net/hybrid/snow-lotus/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/sativa/nepalese/badge?width=340&padding=false; //d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,4.6| 58 Reviews,4.6,"Portland, OR San Jose, CA Denver,CO Los Angeles, CA Portland,OR; Santa Ana, CA Bellevue, WA Clackamas, OR Corona, CA Crested Butte, CO",Goji OG,Snow Lotus; Nepalese; OG Kush,https://d3h17ltqi8v019.cloudfront.net/hybrid/snow-lotus/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/sativa/nepalese/badge?width=340&padding=false; https://d3h17ltqi8v019.cloudfront.net/hybrid/og-kush/badge?width=340&padding=false,https://www.leafly.com/hybrid/goji-og
